[ 2026-05-08 01:04:25,170 ] 20 root - INFO - Initiate the data ingestion
[ 2026-05-08 01:04:27,381 ] 61 root - INFO - Performed train test split on the dataframe
[ 2026-05-08 01:04:27,381 ] 63 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2026-05-08 01:04:27,381 ] 71 root - INFO - Exporting train and test file path.
[ 2026-05-08 01:04:27,410 ] 80 root - INFO - Exported train and test file path.
[ 2026-05-08 01:04:27,414 ] 25 root - INFO - Initiate the data validation
[ 2026-05-08 01:04:27,422 ] 33 root - INFO - the number of cols the dataframe should have--> 2
[ 2026-05-08 01:04:27,422 ] 34 root - INFO - Data frame has  columns: 31
[ 2026-05-08 01:04:27,422 ] 33 root - INFO - the number of cols the dataframe should have--> 2
[ 2026-05-08 01:04:27,422 ] 34 root - INFO - Data frame has  columns: 31
[ 2026-05-08 01:04:27,489 ] 27 root - INFO - data validation completed
[ 2026-05-08 01:04:27,489 ] 30 root - INFO - data transformation started.
[ 2026-05-08 01:04:27,489 ] 64 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2026-05-08 01:04:27,489 ] 66 root - INFO - Starting data transformation
[ 2026-05-08 01:04:27,497 ] 49 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2026-05-08 01:04:27,497 ] 54 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2026-05-08 01:04:27,501 ] 47 root - INFO - Entered the save_object method of MainUtils class
[ 2026-05-08 01:04:27,502 ] 51 root - INFO - Exited the save_object method of MainUtils class
[ 2026-05-08 01:04:27,502 ] 34 root - INFO - data transformation completed.
[ 2026-05-08 01:04:27,502 ] 36 root - INFO - Model Training sstared
[ 2026-05-08 01:05:48,683 ] 47 root - INFO - Entered the save_object method of MainUtils class
[ 2026-05-08 01:05:48,684 ] 51 root - INFO - Exited the save_object method of MainUtils class
[ 2026-05-08 01:05:48,684 ] 118 root - INFO - Model trainer artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts/05_08_2026_01_04_23/model_trainer/trained_model/model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.992116434202547, precision_score=0.9893166700262044, recall_score=0.9949320900060815), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.9689641273679968, precision_score=0.9562450278440732, recall_score=0.9820261437908496))
