[ 2026-05-03 01:33:03,766 ] 18 root - INFO - Initiate the data ingestion
[ 2026-05-03 01:33:06,879 ] 61 root - INFO - Performed train test split on the dataframe
[ 2026-05-03 01:33:06,879 ] 63 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2026-05-03 01:33:06,879 ] 71 root - INFO - Exporting train and test file path.
[ 2026-05-03 01:33:06,910 ] 80 root - INFO - Exported train and test file path.
[ 2026-05-03 01:33:06,913 ] 23 root - INFO - Initiate the data validation
[ 2026-05-03 01:33:06,922 ] 33 root - INFO - the number of cols the dataframe should have--> 2
[ 2026-05-03 01:33:06,922 ] 34 root - INFO - Data frame has  columns: 31
[ 2026-05-03 01:33:06,922 ] 33 root - INFO - the number of cols the dataframe should have--> 2
[ 2026-05-03 01:33:06,922 ] 34 root - INFO - Data frame has  columns: 31
[ 2026-05-03 01:33:06,994 ] 25 root - INFO - data validation completed
[ 2026-05-03 01:33:06,994 ] 28 root - INFO - data transformation started.
[ 2026-05-03 01:33:06,995 ] 64 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2026-05-03 01:33:06,995 ] 66 root - INFO - Starting data transformation
[ 2026-05-03 01:33:07,003 ] 49 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2026-05-03 01:33:07,003 ] 54 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
