[ 2026-05-08 00:50:53,882 ] 20 root - INFO - Initiate the data ingestion
[ 2026-05-08 00:50:55,350 ] 61 root - INFO - Performed train test split on the dataframe
[ 2026-05-08 00:50:55,350 ] 63 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2026-05-08 00:50:55,350 ] 71 root - INFO - Exporting train and test file path.
[ 2026-05-08 00:50:55,379 ] 80 root - INFO - Exported train and test file path.
[ 2026-05-08 00:50:55,382 ] 25 root - INFO - Initiate the data validation
[ 2026-05-08 00:50:55,390 ] 33 root - INFO - the number of cols the dataframe should have--> 2
[ 2026-05-08 00:50:55,390 ] 34 root - INFO - Data frame has  columns: 31
[ 2026-05-08 00:50:55,390 ] 33 root - INFO - the number of cols the dataframe should have--> 2
[ 2026-05-08 00:50:55,390 ] 34 root - INFO - Data frame has  columns: 31
[ 2026-05-08 00:50:55,454 ] 27 root - INFO - data validation completed
[ 2026-05-08 00:50:55,454 ] 30 root - INFO - data transformation started.
[ 2026-05-08 00:50:55,454 ] 64 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2026-05-08 00:50:55,454 ] 66 root - INFO - Starting data transformation
[ 2026-05-08 00:50:55,462 ] 49 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2026-05-08 00:50:55,462 ] 54 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2026-05-08 00:50:55,465 ] 47 root - INFO - Entered the save_object method of MainUtils class
[ 2026-05-08 00:50:55,465 ] 51 root - INFO - Exited the save_object method of MainUtils class
[ 2026-05-08 00:50:55,465 ] 34 root - INFO - data transformation completed.
[ 2026-05-08 00:50:55,465 ] 36 root - INFO - Model Training sstared
[ 2026-05-08 00:52:29,417 ] 47 root - INFO - Entered the save_object method of MainUtils class
[ 2026-05-08 00:52:29,417 ] 51 root - INFO - Exited the save_object method of MainUtils class
[ 2026-05-08 00:52:29,417 ] 118 root - INFO - Model trainer artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts/05_08_2026_00_50_52/model_trainer/trained_model/model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.991180942726812, precision_score=0.9892755969243221, recall_score=0.9930936420881576), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.9719326383319968, precision_score=0.9619047619047619, recall_score=0.9821717990275527))
